DIST,FR,V,CONC.,D
10,0.7,19,24,1056.3
10,0.7,19,25,1077.2
10,0.7,19,26,1098.1
10,0.7,19,27,1119
10,0.7,19,28,1139.9
10,0.7,19,29,1160.8
10,0.7,19,30,1181.7
10,0.7,20,15,867.7
10,0.7,20,16,888.6
10,0.7,20,17,909.5
10,0.7,20,18,930.4
10,0.7,20,19,951.3
10,0.7,20,20,972.2
10,0.7,20,21,993.1
10,0.7,20,22,1014
10,0.7,20,23,1034.9
10,0.7,20,24,1055.8
10,0.7,20,25,1076.7
10,0.7,20,26,1097.6
10,0.7,20,27,1118.5
10,0.7,20,28,1139.4
10,0.7,20,29,1160.3
10,0.7,20,30,1181.2
10,0.7,21,15,867.2
10,0.7,21,16,888.1
10,0.7,21,17,909
10,0.7,21,18,929.9
10,0.7,21,19,950.8
10,0.7,21,20,971.7
10,0.7,21,21,992.6
10,0.7,21,22,1013.5
10,0.7,21,23,1034.4
10,0.7,21,24,1055.3
10,0.7,21,25,1076.2
10,0.7,21,26,1097.1
10,0.7,21,27,1118
10,0.7,21,28,1138.9
10,0.7,21,29,1159.8
10,0.7,21,30,1180.7
10,0.7,22,15,866.7
10,0.7,22,16,887.6
10,0.7,22,17,908.5
10,0.7,22,18,929.4
10,0.7,22,19,950.3
10,0.7,22,20,971.2
10,0.7,22,21,992.1
10,0.7,22,22,1013
10,0.7,22,23,1033.9
10,0.7,22,24,1054.8
10,0.7,22,25,1075.7
10,0.7,22,26,1096.6
10,0.7,22,27,1117.5
10,0.7,22,28,1138.4
10,0.7,22,29,1159.3
10,0.7,22,30,1180.2
10,0.7,23,15,866.2
10,0.7,23,16,887.1
10,0.7,23,17,908
10,0.7,23,18,928.9
10,0.7,23,19,949.8
10,0.7,23,20,970.7
10,0.7,23,21,991.6
10,0.7,23,22,1012.5
10,0.7,23,23,1033.4
10,0.7,23,24,1054.3
10,0.7,23,25,1075.2
10,0.7,23,26,1096.1
10,0.7,23,27,1117
10,0.7,23,28,1137.9
10,0.7,23,29,1158.8
10,0.7,23,30,1179.7
10,0.7,24,15,865.7
10,0.7,24,16,886.6
10,0.7,24,17,907.5
10,0.7,24,18,928.4
10,0.7,24,19,949.3
10,0.7,24,20,970.2
10,0.7,24,21,991.1
10,0.7,24,22,1012
10,0.7,24,23,1032.9
10,0.7,24,24,1053.8
10,0.7,24,25,1074.7
10,0.7,24,26,1095.6
10,0.7,24,27,1116.5
10,0.7,24,28,1137.4
10,0.7,24,29,1158.3
10,0.7,24,30,1179.2
10,0.7,25,15,865.2
10,0.7,25,16,886.1
10,0.7,25,17,907
10,0.7,25,18,927.9
10,0.7,25,19,948.8
10,0.7,25,20,969.7
10,0.7,25,21,990.6
10,0.7,25,22,1011.5
10,0.7,25,23,1032.4
10,0.7,25,24,1053.3
10,0.7,25,25,1074.2
10,0.7,25,26,1095.1
10,0.7,25,27,1116
10,0.7,25,28,1136.9
10,0.7,25,29,1157.8
10,0.7,25,30,1178.7
10,1,15,15,911
10,1,15,16,931.9
10,1,15,17,952.8
10,1,15,18,973.7
10,1,15,19,994.6
10,1,15,20,1015.5
10,1,15,21,1036.4
10,1,15,22,1057.3
10,1,15,23,1078.2
10,1,15,24,1099.1
10,1,15,25,1120
10,1,15,26,1140.9
10,1,15,27,1161.8
10,1,15,28,1182.7
10,1,15,29,1203.6
10,1,15,30,1224.5
10,1,16,15,910.5
10,1,16,16,931.4
10,1,16,17,952.3
10,1,16,18,973.2
10,1,16,19,994.1
10,1,16,20,1015
10,1,16,21,1035.9
10,1,16,22,1056.8
10,1,16,23,1077.7
10,1,16,24,1098.6
10,1,16,25,1119.5
10,1,16,26,1140.4
10,1,16,27,1161.3
10,1,16,28,1182.2
10,1,16,29,1203.1
10,1,16,30,1224
10,1,17,15,910
10,1,17,16,930.9
10,1,17,17,951.8
10,1,17,18,972.7
10,1,17,19,993.6
10,1,17,20,1014.5
10,1,17,21,1035.4
10,1,17,22,1056.3
10,1,17,23,1077.2
10,1,17,24,1098.1
10,1,17,25,1119
10,1,17,26,1139.9
10,1,17,27,1160.8
10,1,17,28,1181.7
10,1,17,29,1202.6
10,1,17,30,1223.5
10,1,18,15,909.5
10,1,18,16,930.4
10,1,18,17,951.3
10,1,18,18,972.2
10,1,18,19,993.1
10,1,18,20,1014
10,1,18,21,1034.9
10,1,18,22,1055.8
10,1,18,23,1076.7
10,1,18,24,1097.6
10,1,18,25,1118.5
10,1,18,26,1139.4
10,1,18,27,1160.3
10,1,18,28,1181.2
10,1,18,29,1202.1
10,1,18,30,1223
10,1,19,15,909
10,1,19,16,929.9
10,1,19,17,950.8
10,1,19,18,971.7
10,1,19,19,992.6
10,1,19,20,1013.5
10,1,19,21,1034.4
10,1,19,22,1055.3
10,1,19,23,1076.2
10,1,19,24,1097.1
10,1,19,25,1118
10,1,19,26,1138.9
10,1,19,27,1159.8
10,1,19,28,1180.7
10,1,19,29,1201.6
10,1,19,30,1222.5
10,1,20,15,908.5
10,1,20,16,929.4
10,1,20,17,950.3
10,1,20,18,971.2
10,1,20,19,992.1
10,1,20,20,1013
10,1,20,21,1033.9
10,1,20,22,1054.8
10,1,20,23,1075.7
10,1,20,24,1096.6
10,1,20,25,1117.5
10,1,20,26,1138.4
10,1,20,27,1159.3
10,1,20,28,1180.2
10,1,20,29,1201.1
10,1,20,30,1222
10,1,21,15,908
10,1,21,16,928.9
10,1,21,17,949.8
10,1,21,18,970.7
10,1,21,19,991.6
10,1,21,20,1012.5
10,1,21,21,1033.4
10,1,21,22,1054.3
10,1,21,23,1075.2
10,1,21,24,1096.1
10,1,21,25,1117
10,1,21,26,1137.9
10,1,21,27,1158.8
10,1,21,28,1179.7
10,1,21,29,1200.6
10,1,21,30,1221.5
10,1,22,15,907.5
10,1,22,16,928.4
10,1,22,17,949.3
10,1,22,18,970.2
10,1,22,19,991.1
10,1,22,20,1012
10,1,22,21,1032.9
10,1,22,22,1053.8
10,1,22,23,1074.7
10,1,22,24,1095.6
10,1,22,25,1116.5
10,1,22,26,1137.4
10,1,22,27,1158.3
10,1,22,28,1179.2
10,1,22,29,1200.1
10,1,22,30,1221
10,1,23,15,907
10,1,23,16,927.9
10,1,23,17,948.8
10,1,23,18,969.7
10,1,23,19,990.6
10,1,23,20,1011.5
10,1,23,21,1032.4
10,1,23,22,1053.3
10,1,23,23,1074.2
10,1,23,24,1095.1
10,1,23,25,1116
10,1,23,26,1136.9
10,1,23,27,1157.8
10,1,23,28,1178.7
10,1,23,29,1199.6
10,1,23,30,1220.5
10,1,24,15,906.5
10,1,24,16,927.4
10,1,24,17,948.3
10,1,24,18,969.2
10,1,24,19,990.1
10,1,24,20,1011
10,1,24,21,1031.9
10,1,24,22,1052.8
10,1,24,23,1073.7
10,1,24,24,1094.6
10,1,24,25,1115.5
10,1,24,26,1136.4
10,1,24,27,1157.3
10,1,24,28,1178.2
10,1,24,29,1199.1
10,1,24,30,1220
10,1,25,15,906
10,1,25,16,926.9
10,1,25,17,947.8
10,1,25,18,968.7
10,1,25,19,989.6
10,1,25,20,1010.5
10,1,25,21,1031.4
10,1,25,22,1052.3
10,1,25,23,1073.2
10,1,25,24,1094.1
10,1,25,25,1115
10,1,25,26,1135.9
10,1,25,27,1156.8
10,1,25,28,1177.7
10,1,25,29,1198.6
10,1,25,30,1219.5
12,0.2,15,15,628
12,0.2,15,16,648.9
12,0.2,15,17,669.8
12,0.2,15,18,690.7
12,0.2,15,19,711.6
12,0.2,15,20,732.5
12,0.2,15,21,753.4
12,0.2,15,22,774.3
12,0.2,15,23,795.2
12,0.2,15,24,816.1
12,0.2,15,25,837
12,0.2,15,26,857.9
12,0.2,15,27,878.8
12,0.2,15,28,899.7
12,0.2,15,29,920.6
12,0.2,15,30,941.5
12,0.2,16,15,627.5
12,0.2,16,16,648.4
12,0.2,16,17,669.3
12,0.2,16,18,690.2
12,0.2,16,19,711.1
12,0.2,16,20,732
12,0.2,16,21,752.9
12,0.2,16,22,773.8
12,0.2,16,23,794.7
12,0.2,16,24,815.6
12,0.2,16,25,836.5
12,0.2,16,26,857.4
12,0.2,16,27,878.3
12,0.2,16,28,899.2
12,0.2,16,29,920.1
12,0.2,16,30,941
12,0.2,17,15,627
12,0.2,17,16,647.9
12,0.2,17,17,668.8
12,0.2,17,18,689.7
12,0.2,17,19,710.6
12,0.2,17,20,731.5
12,0.2,17,21,752.4
12,0.2,17,22,773.3
12,0.2,17,23,794.2
12,0.2,17,24,815.1
12,0.2,17,25,836
12,0.2,17,26,856.9
12,0.2,17,27,877.8
12,0.2,17,28,898.7
12,0.2,17,29,919.6
12,0.2,17,30,940.5
12,0.2,18,15,626.5
12,0.2,18,16,647.4
12,0.2,18,17,668.3
12,0.2,18,18,689.2
12,0.2,18,19,710.1
12,0.2,18,20,731
12,0.2,18,21,751.9
12,0.2,18,22,772.8
12,0.2,18,23,793.7
12,0.2,18,24,814.6
12,0.2,18,25,835.5
12,0.2,18,26,856.4
12,0.2,18,27,877.3
12,0.2,18,28,898.2
12,0.2,18,29,919.1
12,0.2,18,30,940
12,0.2,19,15,626
12,0.2,19,16,646.9
12,0.2,19,17,667.8
12,0.2,19,18,688.7
12,0.2,19,19,709.6
12,0.2,19,20,730.5
12,0.2,19,21,751.4
12,0.2,19,22,772.3
12,0.2,19,23,793.2
12,0.2,19,24,814.1
12,0.2,19,25,835
12,0.2,19,26,855.9
12,0.2,19,27,876.8
12,0.2,19,28,897.7
12,0.2,19,29,918.6
12,0.2,19,30,939.5
12,0.2,20,15,625.5
12,0.2,20,16,646.4
12,0.2,20,17,667.3
12,0.2,20,18,688.2
12,0.2,20,19,709.1
12,0.2,20,20,730
12,0.2,20,21,750.9
12,0.2,20,22,771.8
12,0.2,20,23,792.7
12,0.2,20,24,813.6
12,0.2,20,25,834.5
12,0.2,20,26,855.4
12,0.2,20,27,876.3
12,0.2,20,28,897.2
12,0.2,20,29,918.1
12,0.2,20,30,939
12,0.2,21,15,625
12,0.2,21,16,645.9
12,0.2,21,17,666.8
12,0.2,21,18,687.7
12,0.2,21,19,708.6
12,0.2,21,20,729.5
12,0.2,21,21,750.4
12,0.2,21,22,771.3
12,0.2,21,23,792.2
12,0.2,21,24,813.1
12,0.2,21,25,834
12,0.2,21,26,854.9
12,0.2,21,27,875.8
12,0.2,21,28,896.7
12,0.2,21,29,917.6
12,0.2,21,30,938.5
12,0.2,22,15,624.5
12,0.2,22,16,645.4
12,0.2,22,17,666.3
12,0.2,22,18,687.2
12,0.2,22,19,708.1
12,0.2,22,20,729
12,0.2,22,21,749.9
12,0.2,22,22,770.8
12,0.2,22,23,791.7
12,0.2,22,24,812.6
12,0.2,22,25,833.5
12,0.2,22,26,854.4
12,0.2,22,27,875.3
12,0.2,22,28,896.2
12,0.2,22,29,917.1
12,0.2,22,30,938
12,0.2,23,15,624
12,0.2,23,16,644.9
12,0.2,23,17,665.8
12,0.2,23,18,686.7
12,0.2,23,19,707.6
12,0.2,23,20,728.5
12,0.2,23,21,749.4
12,0.2,23,22,770.3
12,0.2,23,23,791.2
12,0.2,23,24,812.1
12,0.2,23,25,833
12,0.2,23,26,853.9
12,0.2,23,27,874.8
12,0.2,23,28,895.7
12,0.2,23,29,916.6
12,0.2,23,30,937.5
12,0.2,24,15,623.5
12,0.2,24,16,644.4
12,0.2,24,17,665.3
12,0.2,24,18,686.2
12,0.2,24,19,707.1
12,0.2,24,20,728
12,0.2,24,21,748.9
12,0.2,24,22,769.8
12,0.2,24,23,790.7
12,0.2,24,24,811.6
12,0.2,24,25,832.5
12,0.2,24,26,853.4
12,0.2,24,27,874.3
12,0.2,24,28,895.2
12,0.2,24,29,916.1
12,0.2,24,30,937
12,0.2,25,15,623
12,0.2,25,16,643.9
12,0.2,25,17,664.8
12,0.2,25,18,685.7
12,0.2,25,19,706.6
12,0.2,25,20,727.5
12,0.2,25,21,748.4
12,0.2,25,22,769.3
12,0.2,25,23,790.2
12,0.2,25,24,811.1
12,0.2,25,25,832
12,0.2,25,26,852.9
12,0.2,25,27,873.8
12,0.2,25,28,894.7
12,0.2,25,29,915.6
12,0.2,25,30,936.5
12,0.5,15,15,668.8
12,0.5,15,16,689.7
12,0.5,15,17,710.6
12,0.5,15,18,731.5
12,0.5,15,19,752.4
12,0.5,15,20,773.3
12,0.5,15,21,794.2
12,0.5,15,22,815.1
12,0.5,15,23,836
12,0.5,15,24,856.9
12,0.5,15,25,877.8
12,0.5,15,26,898.7
12,0.5,15,27,919.6
12,0.5,15,28,940.5
12,0.5,15,29,961.4
12,0.5,15,30,982.3
12,0.5,16,15,668.3
12,0.5,16,16,689.2
12,0.5,16,17,710.1
12,0.5,16,18,731
12,0.5,16,19,751.9
12,0.5,16,20,772.8
12,0.5,16,21,793.7
12,0.5,16,22,814.6
12,0.5,16,23,835.5
12,0.5,16,24,856.4
12,0.5,16,25,877.3
12,0.5,16,26,898.2
12,0.5,16,27,919.1
12,0.5,16,28,940
12,0.5,16,29,960.9
12,0.5,16,30,981.8
12,0.5,17,15,667.8
12,0.5,17,16,688.7
12,0.5,17,17,709.6
12,0.5,17,18,730.5
12,0.5,17,19,751.4
12,0.5,17,20,772.3
12,0.5,17,21,793.2
12,0.5,17,22,814.1
12,0.5,17,23,835
12,0.5,17,24,855.9
12,0.5,17,25,876.8
12,0.5,17,26,897.7
12,0.5,17,27,918.6
12,0.5,17,28,939.5
12,0.5,17,29,960.4
12,0.5,17,30,981.3
12,0.5,18,15,667.3
12,0.5,18,16,688.2
12,0.5,18,17,709.1
12,0.5,18,18,730
12,0.5,18,19,750.9
12,0.5,18,20,771.8
12,0.5,18,21,792.7
12,0.5,18,22,813.6
12,0.5,18,23,834.5
12,0.5,18,24,855.4
12,0.5,18,25,876.3
12,0.5,18,26,897.2
12,0.5,18,27,918.1
12,0.5,18,28,939
12,0.5,18,29,959.9
12,0.5,18,30,980.8
12,0.5,19,15,666.8
12,0.5,19,16,687.7
12,0.5,19,17,708.6
12,0.5,19,18,729.5
12,0.5,19,19,750.4
12,0.5,19,20,771.3
12,0.5,19,21,792.2
12,0.5,19,22,813.1
12,0.5,19,23,834
12,0.5,19,24,854.9
12,0.5,19,25,875.8
12,0.5,19,26,896.7
12,0.5,19,27,917.6
12,0.5,19,28,938.5
12,0.5,19,29,959.4
12,0.5,19,30,980.3
12,0.5,20,15,666.3
12,0.5,20,16,687.2
12,0.5,20,17,708.1
12,0.5,20,18,729
12,0.5,20,19,749.9
12,0.5,20,20,770.8
12,0.5,20,21,791.7
12,0.5,20,22,812.6
12,0.5,20,23,833.5
12,0.5,20,24,854.4
12,0.5,20,25,875.3
12,0.5,20,26,896.2
12,0.5,20,27,917.1
12,0.5,20,28,938
12,0.5,20,29,958.9
12,0.5,20,30,979.8
12,0.5,21,15,665.8
12,0.5,21,16,686.7
12,0.5,21,17,707.6
12,0.5,21,18,728.5
12,0.5,21,19,749.4
12,0.5,21,20,770.3
12,0.5,21,21,791.2
12,0.5,21,22,812.1
12,0.5,21,23,833
12,0.5,21,24,853.9
12,0.5,21,25,874.8
12,0.5,21,26,895.7
12,0.5,21,27,916.6
12,0.5,21,28,937.5
12,0.5,21,29,958.4
12,0.5,21,30,979.3
12,0.5,22,15,665.3
12,0.5,22,16,686.2
12,0.5,22,17,707.1
12,0.5,22,18,728
12,0.5,22,19,748.9
12,0.5,22,20,769.8
12,0.5,22,21,790.7
12,0.5,22,22,811.6
12,0.5,22,23,832.5
12,0.5,22,24,853.4
12,0.5,22,25,874.3
12,0.5,22,26,895.2
12,0.5,22,27,916.1
12,0.5,22,28,937
12,0.5,22,29,957.9
12,0.5,22,30,978.8
12,0.5,23,15,664.8
12,0.5,23,16,685.7
12,0.5,23,17,706.6
12,0.5,23,18,727.5
