LICL,PES,FR,DIST,NM
0.012236806,31.56400085,0.410889148,24.8314296,383.5642323
0.012238205,31.39456892,0.411445488,24.74612629,383.5642323
0.012242749,31.52151071,0.392531287,27.19239362,381.6211014
0.012248277,31.44116198,0.394196479,27.11402304,381.6211014
0.012248997,31.5064719,0.410848736,24.79514269,383.5642323
0.012250579,31.55448586,0.411888446,24.7355395,383.5642323
0.01225085,31.58714261,0.411899782,24.76135926,383.5642323
0.012251372,31.35799889,0.41258555,24.85744483,383.5642323
0.012251887,31.55794887,0.41150717,24.9091783,383.5642323
0.012257345,31.37798746,0.394041519,27.15738615,381.6211014
0.012258727,31.34947333,0.410612386,24.79809556,383.5642323
0.012260595,31.58391137,0.39517572,27.17736752,381.6211014
0.012263312,31.3623889,0.412788452,24.88908423,383.5642323
0.012265464,31.50218866,0.412240027,24.90227642,383.5642323
0.012273271,31.46793416,0.410838454,24.67502336,383.5642323
0.012274708,31.42067702,0.411874531,24.75154088,383.5642323
0.01227586,31.55670383,0.409365599,24.82941766,383.5642323
0.012277757,31.52587009,0.411989353,24.80998097,383.5642323
0.012286504,31.55930266,0.409192946,24.71740037,383.5642323
0.01229317,31.53320606,0.410215654,24.91052629,383.5642323
0.012304608,31.37910674,0.411004711,24.89425416,383.5642323
0.012304932,31.36669601,0.411085421,24.67190273,383.5642323
0.012645221,31.1047662,0.446701049,23.65087732,385.4523524
0.012645399,31.14055332,0.449486077,23.81419225,385.4523524
0.012646385,31.07321262,0.448407204,23.83263198,385.4523524
0.012650371,31.221029,0.446355066,23.6753304,385.4523524
0.012661808,31.24519279,0.44614539,23.81504542,385.4523524
0.012674094,31.25893386,0.449087301,23.64487832,385.4523524
0.012683391,31.00700197,0.447909123,23.68645636,385.4523524
0.012686411,30.97765787,0.445819858,23.68919203,385.4523524
0.012687316,30.97722241,0.44927525,23.7903278,385.4523524
0.012692644,31.11467191,0.446884397,23.61605929,385.4523524
0.012704416,31.12654235,0.447299664,23.71610049,385.4523524
0.012720089,31.1445105,0.446958413,23.81848027,385.4523524
0.012736248,31.07131658,0.44777821,23.70677264,385.4523524
0.01273643,31.17599796,0.448775511,23.6518734,385.4523524
0.012739691,31.25037694,0.447345835,23.74153526,385.4523524
0.012741381,31.24366976,0.44556449,23.81301738,385.4523524
0.012743183,31.62302317,0.397890238,27.18298176,382.3695897
0.012743291,31.55471965,0.327768442,29.05644847,357.999861
0.012744076,31.19160528,0.44545782,23.80851773,385.4523524
0.012748528,31.51468926,0.398236381,27.24960567,382.3695897
0.012750028,31.56034442,0.398542221,27.23801527,382.3695897
0.012754136,31.21329218,0.445649411,23.76145474,385.4523524
0.012757693,31.25741861,0.448826763,23.8187084,385.4523524
0.012766598,31.40921503,0.327781931,29.10801907,357.999861
0.012770767,31.59332967,0.398058975,27.18567438,382.3695897
0.012773005,31.60805583,0.328305808,29.24252347,357.999861
0.012773289,31.51413818,0.330686773,29.11520981,357.999861
0.012773848,31.68316128,0.32816284,29.13982902,357.999861
0.012775647,31.62675286,0.330162343,29.30587749,357.999861
0.012778206,31.6658512,0.329447091,29.16410127,357.999861
0.012778998,31.44549424,0.330080491,29.17231676,357.999861
0.012780235,31.51451338,0.398980214,27.3576041,382.3695897
0.012789278,31.50215443,0.327919011,29.26342026,357.999861
0.012792521,31.60050179,0.398223441,27.33607475,382.3695897
0.012796774,30.03418487,0.444399514,20.67549804,379.4867757
0.012800432,31.59889345,0.328218835,29.15706165,357.999861
0.012801159,31.56041634,0.397934899,27.23765149,382.3695897
0.012801485,31.59532462,0.32814505,29.27594703,357.999861
0.0128016,31.52717797,0.329202251,29.18660561,357.999861
0.012806511,30.10641878,0.443341247,20.76543071,379.4867757
0.012810821,31.50925809,0.330116088,29.10793161,357.999861
0.012810831,31.55236517,0.396496861,27.34144078,382.3695897
0.012813034,30.13772468,0.443314575,20.67631764,379.4867757
0.012813156,30.13344699,0.447392754,20.65157738,379.4867757
0.012814433,31.66643849,0.39902959,27.30548557,382.3695897
0.012815285,31.42182665,0.396661961,27.22602126,382.3695897
0.012821215,31.57916586,0.329374671,29.07980877,357.999861
0.012822971,31.44110627,0.395968649,27.29368936,382.3695897
0.012823106,31.67023094,0.328044797,29.09630384,357.999861
0.012825834,31.62321039,0.397465669,27.23071482,382.3695897
0.012830582,31.39129452,0.328040676,29.27341878,357.999861
0.012832971,30.00898948,0.446331792,20.57354442,379.4867757
0.012834194,31.60089373,0.330208899,29.29475117,357.999861
0.012834268,31.44736568,0.329441265,29.18374161,357.999861
0.012834287,31.39990552,0.329804757,29.14256473,357.999861
0.012835601,28.00483509,0.406666663,22.97737617,362.5653481
0.012836502,27.91463844,0.404032746,23.01716377,362.5653481
0.01284085,31.52636599,0.399323037,27.22006622,382.3695897
0.012841522,27.92209827,0.406476367,22.93773302,362.5653481
0.012843021,30.13986354,0.443292654,20.67836559,379.4867757
0.012847283,30.1291511,0.445504278,20.6751573,379.4867757
0.012850321,31.50931964,0.396948643,27.17847344,382.3695897
0.012855686,31.53309212,0.327769591,29.1274314,357.999861
0.012856317,30.09519434,0.444724949,20.76225312,379.4867757
0.012857361,31.47514272,0.398015885,27.37105078,382.3695897
0.01286232,30.19327909,0.444996938,20.7329375,379.4867757
0.012867794,28.02580586,0.404383309,22.9385564,362.5653481
0.012880273,30.19624736,0.446658989,20.66571266,379.4867757
0.012881458,27.96738136,0.406477895,22.8370297,362.5653481
0.012882318,30.04743249,0.445324576,20.59275569,379.4867757
0.01288242,30.11879039,0.44571027,20.76042838,379.4867757
0.012883772,28.12186972,0.406038324,22.87704364,362.5653481
0.012886288,28.03287232,0.404895821,22.92851213,362.5653481
0.012887113,28.1242867,0.405246227,23.00203024,362.5653481
0.01288971,30.0436765,0.445355198,20.61471729,379.4867757
0.01289207,27.95417715,0.405383446,22.99613821,362.5653481
0.012893851,28.1178768,0.405103162,23.00200113,362.5653481
0.012897044,27.985626,0.406468004,22.97186722,362.5653481
0.012898112,31.70763898,0.418580583,25.38987622,385.295957
0.012902684,30.22169202,0.445836562,20.60226964,379.4867757
0.01290479,28.01918626,0.404331256,23.00269848,362.5653481
0.012910579,27.93068344,0.405606763,22.99855443,362.5653481
0.012910626,31.7652278,0.420510037,25.38470061,385.295957
0.012914037,28.09502265,0.403595834,22.99043645,362.5653481
0.012921409,28.05805635,0.403667017,23.02526533,362.5653481
0.012927124,27.97496371,0.403988192,22.88595432,362.5653481
0.012935892,31.55210606,0.418783885,25.47800792,385.295957
0.012938784,31.52928802,0.421156175,25.36944656,385.295957
0.012943213,31.46587408,0.419965246,25.39367046,385.295957
0.012943396,28.10144907,0.405605054,22.83428082,362.5653481
0.012946263,28.16837074,0.405394583,22.93114959,362.5653481
0.012947831,27.99054022,0.406235758,22.91868722,362.5653481
0.012959293,31.64967539,0.417891368,25.3225083,385.295957
0.012960031,31.67216457,0.420086112,25.51177536,385.295957
0.012960531,31.61327353,0.419839754,25.43933221,385.295957
0.012981176,31.66900482,0.42155548,25.38180227,385.295957
0.012990805,31.57063963,0.417767646,25.40750003,385.295957
0.013002155,31.68356534,0.420841206,25.31810489,385.295957
0.013004585,31.5701116,0.419807784,25.49845103,385.295957
0.013009853,31.58448212,0.420689681,25.31506075,385.295957
0.013018713,31.52952497,0.41814267,25.47714478,385.295957
0.013331503,31.71500055,0.409221986,24.83123345,380.7002458
0.013361042,31.5615625,0.411934483,24.72439874,380.7002458
0.013374772,31.54872414,0.410332274,24.87092806,380.7002458
0.013378428,31.69464685,0.410949491,24.86019759,380.7002458
0.013380956,31.75031353,0.409202828,24.74132461,380.7002458
0.013381804,31.65385464,0.408302074,24.93260419,380.7002458
0.013383297,31.80284933,0.408248761,24.74285095,380.7002458
0.013386191,31.63647364,0.412065344,24.72128094,380.7002458
0.013387706,31.67813591,0.410025907,24.84464872,380.7002458
0.013398154,31.54647824,0.410728086,24.95909767,380.7002458
0.013404343,31.68210854,0.411832595,24.76368745,380.7002458
0.013415834,31.5622604,0.410508595,24.85354828,380.7002458
0.01342385,31.65393332,0.409451158,24.80985531,380.7002458
0.013438704,31.82255344,0.408164658,24.77168564,380.7002458
0.013440815,31.64327499,0.411158764,24.81445022,380.7002458
0.013444958,31.78785421,0.410080916,24.88801065,380.7002458
0.013447401,31.72647879,0.408658807,24.87132225,380.7002458
0.013452717,31.63626715,0.411973489,24.92105263,380.7002458
0.013452822,31.73155757,0.409475927,24.78138269,380.7002458
0.013839304,31.20373382,0.446967083,25.72154555,384.247719
0.013873463,31.05151469,0.445388942,25.52867595,384.247719
0.013873702,31.01219905,0.448506692,25.70537733,384.247719
0.013884249,31.07982418,0.447542112,25.61989145,384.247719
0.013902036,31.14620359,0.447521559,25.53464003,384.247719
0.013910539,31.047967,0.446011136,25.72810957,384.247719
0.013915609,31.09260591,0.446898647,25.61579284,384.247719
0.014394491,30.44954817,0.323418914,23.9265297,330.6586962
0.014399925,30.30337617,0.323064243,24.0245868,330.6586962
0.014411629,30.51926616,0.32283192,23.87884853,330.6586962
0.014421959,30.47882267,0.32392669,23.8090562,330.6586962
0.014430131,30.32291026,0.323742015,23.92506972,330.6586962
0.014452724,30.43868892,0.321558569,23.82517471,330.6586962
0.014454698,30.59526554,0.32138863,23.95802552,330.6586962
0.01445498,30.48643924,0.323351979,23.84662126,330.6586962
0.014457382,30.447187,0.323737179,23.91196734,330.6586962
0.014463912,30.45455083,0.322446418,23.92198987,330.6586962
0.014489552,30.34582106,0.3231417,23.81027935,330.6586962
0.014492123,30.4421732,0.323293836,23.96704694,330.6586962
0.014508554,30.57407023,0.323900812,23.81567314,330.6586962
0.014531398,30.45896163,0.321876647,23.891745,330.6586962
0.014534931,30.41384739,0.322087155,23.83697133,330.6586962
0.014725362,29.69569445,0.40320549,28.23797623,346.1771899
0.014731571,29.55133473,0.403639847,27.97779563,346.1771899
0.014759507,29.68573727,0.406115982,27.99304573,346.1771899
0.014763542,29.5782645,0.404748943,28.13981824,346.1771899
0.014766468,29.70362669,0.405527824,28.1673419,346.1771899
0.014766491,29.7009204,0.40628361,28.0540726,346.1771899
0.014772285,29.52297561,0.406909753,28.22723039,346.1771899
0.014773122,29.49491882,0.407105623,28.00187532,346.1771899
0.0147836,29.55743361,0.405206062,28.11042812,346.1771899
0.014786097,29.48447754,0.40441359,28.22931228,346.1771899
0.014787876,29.4818744,0.403698061,28.14483483,346.1771899
0.014799626,29.63140748,0.405665525,27.97699396,346.1771899
0.014803582,29.67181723,0.406669078,27.98437157,346.1771899
0.014828244,29.51631119,0.406570301,28.20882225,346.1771899
0.014831452,29.63329861,0.403578194,28.13300904,346.1771899
0.014839887,29.4247096,0.404037857,28.17142417,346.1771899
0.014842204,29.64102555,0.40573779,28.20217877,346.1771899
0.014844161,29.58864263,0.406907257,28.16175261,346.1771899
0.014850744,29.68494057,0.4069936,28.23934821,346.1771899
0.014856437,29.46643183,0.404962506,28.12955673,346.1771899
0.014987557,30.10627696,0.342119534,24.0532228,331.1558795
0.014990756,30.16064065,0.344007806,24.11383598,331.1558795
0.015018976,30.0994832,0.344389333,24.05139637,331.1558795
0.015021009,30.18215269,0.344380197,24.12024912,331.1558795
0.015037377,30.13469518,0.344144503,24.03271585,331.1558795
0.015053816,30.10700898,0.343612418,23.99868805,331.1558795
0.015054086,30.07440339,0.342479796,24.00008815,331.1558795
0.015054273,30.12473937,0.343536898,23.93490223,331.1558795
0.015056933,29.93829912,0.342769598,23.93524545,331.1558795
0.01505831,30.07958128,0.343794613,24.01464761,331.1558795
0.015063232,30.14494644,0.342765458,24.13291791,331.1558795
0.015063878,30.09906127,0.345049159,23.98919131,331.1558795
0.01506692,30.0143906,0.342718794,24.07838626,331.1558795
0.015071495,30.06445638,0.343728982,24.06704824,331.1558795
0.015085577,30.19001235,0.342238322,24.00115529,331.1558795
0.015086292,29.99823721,0.34309691,23.97409113,331.1558795
0.015102396,30.19198354,0.342612742,24.02718916,331.1558795
0.015118249,30.14244429,0.34494628,24.09276001,331.1558795
0.015118772,30.05501709,0.343926255,24.05793681,331.1558795
0.015495161,30.55426095,0.363917951,28.15965236,340.3049901
0.015521246,30.44202091,0.366622678,28.26650064,340.3049901
0.015524029,30.54462429,0.365480539,28.06045701,340.3049901
0.015532922,30.6681578,0.367165942,28.19375855,340.3049901
0.015544334,30.53480615,0.366723171,28.07497318,340.3049901
0.015549476,30.55560568,0.365133659,28.33836766,340.3049901
0.015555095,30.61389475,0.366563268,28.18346063,340.3049901
0.015559409,30.69371617,0.366018223,28.2535576,340.3049901
0.015559583,30.44219097,0.366148322,28.13842777,340.3049901
0.015560704,30.69510838,0.363836839,28.06322711,340.3049901
0.015565117,30.63923404,0.363888492,28.21937668,340.3049901
0.015569034,30.54433131,0.365533241,28.19876427,340.3049901
0.01557181,30.49607327,0.365834868,28.09316747,340.3049901
0.015591272,30.54204945,0.367324709,28.0710195,340.3049901
0.015600622,30.68560132,0.36409369,28.07445806,340.3049901
0.015601928,30.4381153,0.366841316,28.2507302,340.3049901
0.015608921,30.68028962,0.364354873,28.2594365,340.3049901
0.015628374,30.62152513,0.366537002,28.30765788,340.3049901
0.015641808,30.5282545,0.367136256,28.29198664,340.3049901
0.015643654,30.66868573,0.367255894,28.22985752,340.3049901
0.01564491,30.47073832,0.365116071,28.27991629,340.3049901
0.0161401,31.87320181,0.337885106,28.1849803,358.3360574
0.016158561,31.7140839,0.338715468,28.24644734,358.3360574
0.016175122,31.70076929,0.338226045,28.21717098,358.3360574
0.016192503,31.7444895,0.33730983,28.41270145,358.3360574
0.016211716,31.66721875,0.339745027,28.35757678,358.3360574
0.016217979,31.70941072,0.339861933,28.30287162,358.3360574
0.016220149,31.77185119,0.338310109,28.29380364,358.3360574
0.016221052,31.63163444,0.338756683,28.29697883,358.3360574
0.016222189,31.71119969,0.338476797,28.35569694,358.3360574
0.016222758,31.69142874,0.338411971,28.21974631,358.3360574
0.016227958,31.75692422,0.339037237,28.31518203,358.3360574
0.016232923,31.81507843,0.337343269,28.20592925,358.3360574
0.016235825,31.86223071,0.338044286,28.31948926,358.3360574
0.016236976,31.70111762,0.336918592,28.28082872,358.3360574
0.01625784,31.85873721,0.339409879,28.25502955,358.3360574
0.016274463,31.84708732,0.336703977,28.18552176,358.3360574
0.016283176,31.78317801,0.338912117,28.40914415,358.3360574
0.016295362,31.80482458,0.338969914,28.43447875,358.3360574
0.016296937,31.76430943,0.339579112,28.1793395,358.3360574
0.016297594,31.84251216,0.337023615,28.35023858,358.3360574
0.016298408,31.77581766,0.337075159,28.21798025,358.3360574
0.01701131,31.9362011,0.326959426,27.43774155,356.8878395
0.017050378,31.99947183,0.324967901,27.46944714,356.8878395
0.017070818,31.93285387,0.324686675,27.45122686,356.8878395
0.017071318,31.91783461,0.32439201,27.39978578,356.8878395
0.017079866,31.94557717,0.326461673,27.60415671,356.8878395
0.017083814,32.10861129,0.327015416,27.63732458,356.8878395
0.017092703,31.94940523,0.32547565,27.52740019,356.8878395
0.017093225,31.9125241,0.324298847,27.5325402,356.8878395
0.017103786,31.92440339,0.323863341,27.40292283,356.8878395
0.017142538,31.81998373,0.323921025,27.62809524,356.8878395
0.017149479,32.09011876,0.325790907,27.56262321,356.8878395
0.017150827,31.8653903,0.325664015,27.58786715,356.8878395
0.017204623,30.54764092,0.342178792,25.17891837,330.0408961
0.01723408,30.62740945,0.339582147,25.27777067,330.0408961
0.017243876,30.75459305,0.341567475,25.26133347,330.0408961
0.017253359,30.72521168,0.340147367,25.17487652,330.0408961
0.017259774,30.67605568,0.342049836,25.20996412,330.0408961
0.017260749,30.56072494,0.342256448,25.24079609,330.0408961
0.017289958,30.62901283,0.341183528,25.15522771,330.0408961
0.017297947,30.71758572,0.34175061,25.07111487,330.0408961
0.017302501,30.56343634,0.340663864,25.07515704,330.0408961
0.017317615,30.609399,0.340815448,25.14532188,330.0408961
0.01735012,30.52243478,0.340496725,25.13392339,330.0408961
0.01735927,30.64934382,0.341393684,25.04277339,330.0408961
0.01751572,28.07745959,0.445337863,24.6287951,362.042344
0.017516982,28.1323888,0.44877603,24.77442885,362.042344
0.017522928,27.9768456,0.446430407,24.60713141,362.042344
0.017543894,28.03582499,0.447374308,24.61919292,362.042344
0.017546504,27.96349362,0.448127081,24.71365668,362.042344
0.017566322,27.97785721,0.446593687,24.83321924,362.042344
0.017566416,27.94168068,0.448415032,24.72659359,362.042344
0.017568616,27.87545449,0.446374044,24.71545635,362.042344
0.017572289,27.93975583,0.44505906,24.68747492,362.042344
0.0175783,28.01018123,0.448675258,24.81831362,362.042344
0.017586408,27.93737057,0.445503692,24.81462184,362.042344
0.017587277,28.01504934,0.446792836,24.72988296,362.042344
0.0175882,27.921513,0.446255895,24.76998167,362.042344
0.01760337,27.924533,0.444611525,24.78688738,362.042344
0.017627338,28.14632708,0.444986241,24.68407107,362.042344
0.017627395,27.98315436,0.448236626,24.731574,362.042344
0.017635435,27.9811796,0.447042506,24.84744497,362.042344
0.017639537,28.06904399,0.446047447,24.73194182,362.042344
0.017658843,27.94133862,0.447121735,24.67401271,362.042344
